track_name,genre,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Chanda Re Chanda Re - Hariharan,bollywood,0.404,0.615,0.288,0.0,1,0.236,-13.494,1,0.0367,90.976,0.439
Aap Ke Aa Jane Se - Mohammed Aziz,bollywood,0.17,0.648,0.569,8.95e-05,1,0.159,-9.185,0,0.15,123.614,0.678
 - Various Artists,bollywood,0.434,0.528,0.515,3.7e-06,7,0.103,-6.865,1,0.0241,100.1,0.192
 - Various Artists,bollywood,0.0499,0.653,0.866,1.53e-06,2,0.72,-3.467,1,0.0335,136.932,0.699
The Sun - Donn Bhat,bollywood,0.0085,0.641,0.551,0.712,7,0.0977,-9.08,1,0.0366,135.014,0.0369
Ki Jaana - Kanishk Seth,bollywood,0.421,0.598,0.649,0.00169,2,0.13,-9.036,1,0.0284,130.009,0.393
Jhinjhoti - Kanishk Seth,bollywood,0.76,0.499,0.544,0.837,1,0.103,-12.079,1,0.0383,120.019,0.182
 - Various Artists,bollywood,0.857,0.436,0.203,8.7e-06,3,0.0969,-16.27,1,0.035,112.504,0.39
Tere Chehre Se Nazar Nahin - Lata Mangeshkar,bollywood,0.833,0.491,0.562,0.0,3,0.244,-8.738,1,0.0353,93.169,0.669
Baarish Ka Asar - Twin Strings,bollywood,0.469,0.59,0.63,1.02e-05,9,0.15,-6.735,1,0.0279,119.962,0.227
Arun Getting Closer To Yasmin - Gustavo Santaolalla,bollywood,0.95,0.445,0.0219,0.795,2,0.0779,-26.592,1,0.0533,85.907,0.171
Panchhi - Sunny M.R.,bollywood,0.701,0.604,0.583,0.477,3,0.162,-8.777,1,0.0834,93.841,0.418
Chalein Kahin - Bawari Basanti,bollywood,0.608,0.54,0.455,0.0,2,0.346,-7.4,1,0.0255,75.038,0.203
Slow Motion Angreza - Shankar-Ehsaan-Loy,bollywood,0.22,0.802,0.763,0.000396,0,0.128,-6.456,1,0.0336,120.078,0.789
Nahin Saamne Tu - Hariharan,bollywood,0.13,0.455,0.247,0.000387,7,0.0718,-17.85,1,0.0333,175.812,0.0827
Main Bola Hey! - Karthik Rao,bollywood,0.75,0.646,0.33,0.000384,0,0.123,-14.582,1,0.0339,84.995,0.499
Yaaron - Ankur Tewari,bollywood,0.217,0.691,0.675,0.0,6,0.114,-5.771,0,0.033,102.031,0.634
"BellBottom Theme - Dhoom Tara (From ""BellBottom"") - Zahrah S Khan",bollywood,0.00509,0.855,0.924,0.531,2,0.322,-1.861,1,0.0974,125.022,0.588
Aiyo Ji - Salim Merchant,bollywood,0.117,0.509,0.924,0.0,7,0.0967,-4.885,1,0.0611,160.061,0.353
Chail Ki Hawa - Kanishk Seth,bollywood,0.72,0.366,0.395,0.386,2,0.0676,-14.234,1,0.0359,131.241,0.0917
Vishnu <3 - Peter Cat Recording Co.,bollywood,0.36,0.415,0.219,0.288,11,0.203,-13.636,0,0.0475,114.203,0.0516
O Rangrez - Shankar-Ehsaan-Loy,bollywood,0.498,0.726,0.53,0.0,5,0.14,-8.485,1,0.0531,126.06,0.594
Kami Hai - Abhin & Tanish,bollywood,0.829,0.546,0.278,0.0647,5,0.113,-11.81,1,0.0276,140.126,0.325
Kuch Bhi Karlo - Swastik The Band,bollywood,0.273,0.261,0.419,5.51e-06,4,0.23,-10.821,1,0.0327,104.143,0.189
Saathiya Tune Kya Kiya - S. P. Balasubrahmanyam,bollywood,0.563,0.499,0.72,0.0,11,0.494,-7.861,1,0.0533,92.534,0.78
Kaisa Lagta Hai - Amit Kumar,bollywood,0.7,0.624,0.648,0.00896,9,0.124,-9.718,0,0.0401,134.443,0.701
Lovers - Karsh Kale,bollywood,0.246,0.429,0.599,0.736,1,0.165,-9.428,0,0.0608,166.083,0.103
Excuses - AP Dhillon,bollywood,0.0842,0.837,0.717,0.0,5,0.149,-7.749,0,0.0822,94.984,0.494
Mausam Pyar Ka - Asha Bhosle,bollywood,0.557,0.415,0.755,0.00278,3,0.286,-7.521,1,0.0544,114.264,0.52
Tumhe Aaj Maine Jo Dekha - Shankar Mahadevan,bollywood,0.192,0.768,0.91,1.89e-05,8,0.0997,-6.793,1,0.0471,139.987,0.868
Bijlee Bijlee - Harrdy Sandhu,bollywood,0.269,0.795,0.67,0.0,1,0.0733,-5.313,0,0.143,100.004,0.643
Little Little - Dhanush,bollywood,0.0962,0.613,0.566,0.00543,10,0.0847,-7.569,1,0.154,101.672,0.761
Kabhi Kabhi Mere Dil Mein - Duet - Mukesh,bollywood,0.979,0.506,0.315,5.73e-05,4,0.626,-10.438,1,0.0316,110.703,0.398
Toxic - AP Dhillon,bollywood,0.309,0.802,0.737,0.0,9,0.0815,-4.306,1,0.0432,116.955,0.577
"Doobey (From ""Gehraiyaan"") - OAFF",bollywood,0.342,0.751,0.669,1.31e-05,3,0.0822,-6.532,0,0.0359,119.014,0.359
Aao Naa - Sadhana Sargam,bollywood,0.45,0.607,0.455,2.21e-05,4,0.0788,-8.838,1,0.0288,94.037,0.419
Beqaaboo - OAFF,bollywood,0.0221,0.679,0.663,0.00609,9,0.351,-6.279,0,0.051,123.985,0.511
Tu Bole .Main Boloon - A.R. Rahman,bollywood,0.545,0.572,0.472,0.00082,7,0.18,-8.741,1,0.0585,130.028,0.235
Raah E Fakira - Swarathma,bollywood,0.082,0.568,0.681,2.57e-05,6,0.0762,-6.605,1,0.0292,136.035,0.675
Baawre - Shankar Mahadevan,bollywood,0.199,0.572,0.844,9.52e-06,7,0.0729,-8.043,1,0.12,135.025,0.746
"Chain Aap Ko (From ""Hungama"") - Shaan",bollywood,0.365,0.648,0.535,0.0,10,0.0779,-10.505,1,0.0561,111.974,0.665
Mere Mehboob Mere Sanam - Alka Yagnik,bollywood,0.0247,0.743,0.657,0.0,2,0.262,-12.929,1,0.0889,114.623,0.807
Aaj Jaane Ki Zid Na Karo - Roop Kumar Rathod,bollywood,0.686,0.415,0.389,0.00547,3,0.111,-12.221,1,0.0332,195.773,0.177
Inkaar Theme (Hindi) - Papon,bollywood,0.508,0.521,0.488,0.0,5,0.162,-7.774,1,0.0295,134.878,0.304
Tohfa - Lifafa,bollywood,0.0714,0.461,0.509,0.0323,2,0.247,-9.966,0,0.0282,120.106,0.153
Jaago - Lifafa,bollywood,0.552,0.43,0.303,0.0984,5,0.298,-13.12,1,0.0665,129.898,0.0398
Mere Saath - Lifafa,bollywood,0.333,0.698,0.475,0.26,1,0.102,-15.487,1,0.0454,104.979,0.147
Funk Song - Kidjaywest,bollywood,0.602,0.856,0.485,0.0,4,0.0864,-8.796,0,0.209,102.013,0.899
"Kahani (From ""Laal Singh Chaddha"") - Pritam",bollywood,0.815,0.406,0.336,5.26e-06,1,0.0888,-12.011,1,0.0345,149.354,0.327
Zindagi - Fiddlecraft,bollywood,0.225,0.481,0.684,0.0,7,0.0815,-5.313,1,0.0372,128.936,0.51
Parindey - Fiddlecraft,bollywood,0.000556,0.602,0.582,0.0,4,0.246,-6.738,1,0.031,128.048,0.5
Tum Badal Gaye - Gibson Sessions at Saavn Studios - Ankur Tewari,bollywood,0.865,0.686,0.4,4.91e-05,0,0.158,-9.326,1,0.0353,139.946,0.34
Ek Din Kahin - Sonu Nigam,bollywood,0.169,0.762,0.824,2.98e-05,4,0.124,-10.154,1,0.0646,119.911,0.482
"Aahatein (From ""Ek Main Aur Ekk Tu"") - Karthik",bollywood,0.311,0.609,0.288,0.000145,1,0.109,-13.371,1,0.0251,81.999,0.301
"Chaandaniya (From ""2 States"") - Mohan Kannan",bollywood,0.301,0.567,0.546,1.69e-06,4,0.129,-8.316,1,0.0405,113.806,0.401
"Dekha Ek Khwab (From ""Silsila"") - Lata Mangeshkar",bollywood,0.941,0.368,0.299,0.00402,6,0.423,-14.557,0,0.0588,147.385,0.383
"Kesariya (From ""Brahmastra"") - Pritam",bollywood,0.572,0.577,0.574,0.0,0,0.1,-6.525,1,0.0278,94.009,0.436
Maayera - Raghav,bollywood,0.265,0.341,0.47,0.000454,8,0.134,-7.374,1,0.0309,93.954,0.224
Lifafe - Sunny M.R.,bollywood,0.704,0.435,0.48,0.108,5,0.1,-8.132,0,0.0437,94.999,0.411
"Main Ki Karaan? (From ""Laal Singh Chaddha"") - Pritam",bollywood,0.738,0.722,0.415,1.6e-05,9,0.0903,-10.069,1,0.0406,117.971,0.439
"Rangisari (From ""Jugjugg Jeeyo"") - Kanishk Seth",bollywood,0.27,0.524,0.758,0.13,10,0.106,-9.28,1,0.0538,140.012,0.319
Nadaan Parinde - A.R. Rahman,bollywood,0.414,0.507,0.741,3.95e-06,6,0.107,-7.456,0,0.0535,132.903,0.492
Chaandaniya - Mohan Kannan,bollywood,0.301,0.567,0.546,1.69e-06,4,0.129,-8.316,1,0.0405,113.806,0.401
Dil Karta Hai Tere Paas - Mangal Singh,bollywood,0.464,0.58,0.745,0.0,0,0.342,-5.266,1,0.0781,90.384,0.727
"Ehsan Tera Hoga Mujh Par (From ""Junglee"") - Male Vocals - Mohammed Rafi",bollywood,0.671,0.604,0.367,4.78e-06,8,0.106,-9.562,0,0.0413,89.76,0.616
Mausam - Lucky Ali,bollywood,0.102,0.735,0.51,1.44e-06,9,0.0628,-7.366,1,0.0273,96.009,0.874
"Main Khiladi - From ""Selfiee"" - Tanishk Bagchi",bollywood,0.0799,0.766,0.875,9.53e-06,1,0.124,-3.195,1,0.0963,131.015,0.775
Tere Mere Honthon Pe - Lata Mangeshkar,bollywood,0.807,0.262,0.419,1.08e-05,6,0.0932,-17.099,1,0.041,73.918,0.356
Dheere Jalna - Shreya Ghoshal,bollywood,0.889,0.369,0.18,0.000715,4,0.293,-15.372,1,0.0712,173.888,0.29
Kabhi Kabhi Mere Dil Mein (with Dialogues) - Amitabh Bachchan,bollywood,0.833,0.437,0.316,0.0,4,0.276,-9.054,1,0.0376,110.166,0.53
Saare Ke Saare Akele - Amit Trivedi,bollywood,0.88,0.308,0.208,0.000722,3,0.123,-9.467,1,0.0324,110.052,0.245
Rab Raakha - The Yellow Diary,bollywood,0.629,0.559,0.781,0.0569,2,0.112,-6.496,1,0.0341,119.964,0.373
Buniyaad - The Yellow Diary,bollywood,0.733,0.476,0.481,0.123,6,0.0504,-9.441,0,0.0302,130.031,0.152
Dheere Se - The Yellow Diary,bollywood,0.669,0.584,0.548,0.0036,8,0.164,-10.19,1,0.0361,160.002,0.386
Wagairah Wagairah - Ankur Tewari,bollywood,0.0245,0.741,0.295,0.0,9,0.142,-11.044,1,0.0446,125.936,0.236
"Sapna Jahan (From ""Brothers"") - Ajay-Atul",bollywood,0.78,0.471,0.329,0.0021,0,0.117,-11.958,0,0.0312,126.107,0.144
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"") - Pritam",bollywood,0.586,0.271,0.726,0.0,7,0.353,-6.504,1,0.0527,87.425,0.532
Peer Vi Tu - Harshdeep Kaur,bollywood,0.624,0.291,0.513,1.08e-06,4,0.0681,-11.5,1,0.0474,78.901,0.469
Bewakoofiyaan - Raghu Dixit,bollywood,0.664,0.676,0.779,0.0,4,0.11,-7.222,1,0.0374,114.022,0.32
Banjarey - Yo Yo Honey Singh,bollywood,0.0564,0.665,0.806,6.49e-05,4,0.256,-6.352,1,0.0364,95.995,0.584
Yaadein Yaad Aati Hai - Hariharan,bollywood,0.198,0.539,0.373,7.83e-06,2,0.0802,-9.484,1,0.0348,82.93,0.385
Chhod Aaye Hum - Hariharan,bollywood,0.706,0.541,0.512,9.65e-06,0,0.105,-7.954,1,0.0318,93.937,0.193
Yaad Kiya Dil Ne - Lata Mangeshkar,bollywood,0.845,0.426,0.268,0.0082,9,0.351,-9.329,1,0.0313,106.628,0.491
Khalasi | Coke Studio Bharat - Aditya Gadhvi,bollywood,0.444,0.78,0.708,0.0,6,0.334,-8.515,0,0.152,91.998,0.801
Apna Bana Le - Sachin-Jigar,bollywood,0.803,0.586,0.562,5.52e-06,9,0.063,-7.399,1,0.0267,93.982,0.436
Kuch Naa Kaho - Shaan,bollywood,0.304,0.717,0.524,1.87e-05,2,0.0499,-10.636,1,0.0379,94.998,0.55
"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"") - Harshavardhan Rameshwar",bollywood,0.631,0.739,0.584,6.52e-06,3,0.285,-5.729,1,0.0758,120.522,0.753
Zindagi Kuch Toh Bata (Reprise) - Pritam,bollywood,0.491,0.528,0.615,0.000111,5,0.104,-7.118,1,0.0372,123.988,0.225
O Meri Laila - Atif Aslam,bollywood,0.158,0.575,0.81,0.0,8,0.25,-4.8,1,0.0525,160.098,0.751
Tum - Atif Aslam,bollywood,0.838,0.517,0.524,0.182,7,0.114,-8.267,1,0.0305,149.993,0.132
Hafiz Hafiz - Mohit Chauhan,bollywood,0.0582,0.577,0.727,9.01e-06,0,0.104,-8.821,1,0.042,98.973,0.362
Channa Vey - Kunal Ganjawala,bollywood,0.00132,0.695,0.899,0.000107,8,0.0913,-5.556,1,0.043,115.01,0.7
Charka - Mukhtar Sahota,bollywood,0.466,0.382,0.875,0.0,11,0.249,-2.846,0,0.159,96.61,0.397
Mere Naam Tu - Abhay Jodhpurkar,bollywood,0.698,0.382,0.398,0.000216,1,0.111,-10.026,0,0.0373,179.649,0.313
Aahista - Jonita Gandhi,bollywood,0.759,0.348,0.677,0.0144,0,0.155,-7.018,1,0.0358,92.901,0.195
"Yaar Mod Do (From ""Yaar Mod Do"") - Guru Randhawa",bollywood,0.773,0.603,0.503,0.0,2,0.124,-4.241,1,0.0338,127.985,0.769
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") - Sachin-Jigar",bollywood,0.68,0.612,0.595,1.11e-06,10,0.104,-6.356,1,0.0331,99.991,0.435
Ishq Mitaye - Mohit Chauhan,bollywood,0.0827,0.719,0.658,0.0,0,0.0851,-5.397,0,0.0871,171.963,0.719
Aaj Ki Raat - Alisha Chinai,bollywood,0.00992,0.738,0.823,0.00627,1,0.0871,-6.966,0,0.0658,137.0,0.923
Purvayi - Midival Punditz,bollywood,0.00384,0.442,0.696,0.0159,5,0.163,-6.768,1,0.0328,172.048,0.0778
Paon Ki Jutti - Jyoti Nooran,bollywood,0.338,0.726,0.714,0.0,5,0.247,-4.661,1,0.187,116.043,0.612
Faasle - Anand Bhaskar Collective,bollywood,0.548,0.275,0.54,0.000518,4,0.112,-7.855,1,0.0316,101.713,0.265
Dil Kya Kare - Adnan Sami,bollywood,0.0957,0.76,0.547,1.04e-05,7,0.12,-9.386,1,0.0351,95.023,0.667
Kya Soorat Hai - Bombay Vikings,bollywood,0.0654,0.863,0.98,0.0,11,0.0776,-6.21,1,0.0418,120.974,0.931
"Kya Mujhe Pyar Hai (From ""Woh Lamhe"") - KK",bollywood,0.431,0.644,0.818,2.62e-05,6,0.0806,-5.924,0,0.0549,118.477,0.789
Sang Rahiyo (feat. Ujjwal Kashyap) - Jasleen Royal,bollywood,0.794,0.634,0.529,0.0002,10,0.0567,-11.374,1,0.0248,94.014,0.409
"Kaise Ab Kahein - From ""Gutar Gu"" - Gaurav Chatterji",bollywood,0.891,0.443,0.396,0.0,7,0.0926,-11.071,1,0.037,89.114,0.488
Heaven - The Walkmen,bollywood,9.71e-05,0.369,0.905,0.192,9,0.125,-6.25,1,0.0564,158.033,0.537
Mann Dhaaga - Yashraj Mukhate,bollywood,0.464,0.75,0.615,0.0017,3,0.111,-6.805,1,0.0299,103.986,0.608
O'Meri Laila - Radio Version - Joi Barua,bollywood,0.331,0.667,0.717,0.0,8,0.118,-7.562,1,0.0452,160.572,0.563
Neela Aasman So Gaya - Male Vocals - Amitabh Bachchan,bollywood,0.891,0.392,0.285,0.038,1,0.284,-10.066,1,0.0279,95.177,0.273
Mujhe Raat Din Bas - Sonu Nigam,bollywood,0.4,0.614,0.469,3.93e-06,5,0.102,-13.124,1,0.0338,118.169,0.657
Sa Ni Dha Pa - Colonial Cousins,bollywood,0.164,0.669,0.886,1.08e-05,0,0.106,-10.007,1,0.0617,108.167,0.634
Jhim Jhimaune Aankha - Ekdev Limbu,bollywood,0.885,0.496,0.41,0.0409,10,0.121,-10.31,1,0.105,116.108,0.253
Chal Kahin Door Nikal Jayen - Kishore Kumar,bollywood,0.342,0.306,0.461,0.00119,5,0.321,-10.146,1,0.0338,104.516,0.387
Dil Bechara - A.R. Rahman,bollywood,0.159,0.883,0.334,0.000158,2,0.12,-10.651,0,0.0426,106.02,0.747
O Meri Jaan - KK,bollywood,0.17,0.53,0.795,2.81e-05,7,0.157,-6.547,1,0.0314,150.009,0.546
Pashmina - Amit Trivedi,bollywood,0.706,0.46,0.384,0.000773,0,0.146,-7.931,1,0.0313,79.876,0.302
"Jaane Kyon (From ""Dil Chahta Hai"") - Udit Narayan",bollywood,0.0186,0.608,0.525,0.00151,4,0.225,-9.109,1,0.067,190.024,0.339
Jiya Tu - MANOJ TIWARI,bollywood,0.143,0.765,0.726,4.21e-05,1,0.39,-5.635,1,0.0674,110.035,0.634
Fanaa - A.R. Rahman,bollywood,0.0239,0.646,0.807,0.145,10,0.204,-9.05,0,0.037,135.957,0.38
Tu Aisa Kaise Hai? - Osho Jain,bollywood,0.843,0.731,0.143,3e-05,2,0.308,-16.589,1,0.0334,111.881,0.452
Dilbar - Tech Panda,bollywood,0.0445,0.671,0.345,0.000331,8,0.663,-10.471,0,0.229,109.986,0.342
Aa Seetadevi Navvula - Arijit Singh,bollywood,0.843,0.596,0.527,0.0,9,0.107,-8.49,1,0.0597,139.866,0.405
LAAVAN - Jasmine Sandlas,bollywood,0.0146,0.651,0.784,0.0,0,0.125,-4.829,0,0.0293,106.958,0.222
Train Song - Raghu Dixit,bollywood,0.0486,0.496,0.684,0.00654,8,0.11,-10.017,1,0.0409,125.968,0.883
Jeene Ke Ishaare - Shankar Mahadevan,bollywood,0.198,0.735,0.39,1.98e-05,4,0.122,-11.071,1,0.0278,128.041,0.555
Tu Aisa Kaise Hai - Osho Jain,bollywood,0.894,0.696,0.335,0.000372,2,0.0822,-10.913,1,0.0305,111.983,0.455
Pyaar Ke Liye - Shankar-Ehsaan-Loy,bollywood,0.224,0.634,0.761,9.9e-05,2,0.1,-6.734,1,0.029,95.005,0.434
Moh Moh Ke Dhaage (Male) - Anu Malik,bollywood,0.741,0.634,0.344,6.09e-05,2,0.111,-11.011,1,0.0288,128.0,0.409
Tere Naina - Shankar Mahadevan,bollywood,0.544,0.758,0.377,7.65e-05,6,0.0904,-10.224,0,0.0511,139.932,0.624
Kaisi Paheli Zindagani - Sunidhi Chauhan,bollywood,0.527,0.729,0.314,0.0,10,0.0718,-13.663,1,0.0631,119.871,0.751
Piyu Bole - Sonu Nigam,bollywood,0.76,0.667,0.25,0.0,1,0.146,-15.148,1,0.0272,97.529,0.599
Tera Rastaa Chhodoon Na - Vishal-Shekhar,bollywood,0.493,0.419,0.679,0.00229,4,0.119,-8.052,1,0.0384,169.911,0.368
Kun Faya Kun - A.R. Rahman,bollywood,0.679,0.362,0.378,0.0,1,0.091,-11.008,1,0.0329,87.549,0.575
Manmarziyan - Shilpa Rao,bollywood,0.806,0.605,0.336,0.000317,6,0.129,-11.131,1,0.0261,100.058,0.209
Pankhon Ko - Salim–Sulaiman,bollywood,0.897,0.522,0.253,0.00105,2,0.131,-13.093,1,0.0346,159.843,0.523
Madari - Clinton Cerejo,bollywood,0.115,0.579,0.85,0.0,7,0.126,-5.932,0,0.0388,113.049,0.586
Na Tum Jano Na Hum - Rajesh Roshan,bollywood,0.325,0.507,0.519,0.00062,9,0.0566,-11.197,1,0.0451,179.461,0.584
Main Aisa Kyon Hoon - Shankar-Ehsaan-Loy,bollywood,0.031,0.809,0.509,0.0,0,0.175,-4.856,1,0.0391,95.993,0.921
Shugal Laga Le - Raghu Dixit,bollywood,0.0419,0.722,0.754,6.24e-06,10,0.0809,-6.656,1,0.0993,140.025,0.744
Piya Basanti - Sultan Khan,bollywood,0.158,0.758,0.333,1.28e-05,10,0.0851,-16.082,1,0.0289,100.973,0.5
Abhi Na Jao Chod Kar - Sourendro-Soumyojit,bollywood,0.829,0.319,0.488,5.73e-05,2,0.0872,-7.762,1,0.0313,149.563,0.307
Leja - Acoustic - Lost Stories,bollywood,0.782,0.509,0.404,8.26e-05,4,0.143,-8.77,1,0.0332,103.705,0.509
Do Pall - Coachsahb,bollywood,0.371,0.587,0.495,0.0189,11,0.0797,-9.878,0,0.0907,102.938,0.566
"Mitho Laage - The Dewarists, Season 5 - Dhruv Ghanekar",bollywood,0.106,0.599,0.708,0.0,9,0.1,-5.567,1,0.0736,96.122,0.628
Kal Chaudhvin Ki Raat Thi - Jagjit Singh,bollywood,0.597,0.568,0.331,0.0,6,0.489,-20.095,1,0.0351,104.344,0.787
Beriaan - Hari & Sukhmani,bollywood,0.0857,0.674,0.477,0.00135,2,0.0824,-11.527,1,0.0279,141.962,0.604
Kasto Mazza - Sonu Nigam,bollywood,0.549,0.639,0.38,4.13e-05,5,0.264,-15.846,1,0.0379,123.953,0.755
Shaista Qandehar - Hamayoun Angar,pashto,0.186,0.701,0.956,8.46e-06,5,0.217,-5.357,0,0.093,110.986,0.885
Sta Lewanay Sta Lewanay De - Azhar Khan,pashto,0.575,0.54,0.561,5.19e-05,0,0.124,-11.878,0,0.0447,62.863,0.659
Remix - Hamayoun Angar,pashto,0.536,0.508,0.73,0.00112,2,0.131,-7.442,0,0.112,69.039,0.869
Laila - Hamayoun Angar,pashto,0.197,0.626,0.857,6.94e-05,6,0.0813,-5.079,1,0.0689,169.934,0.955
Dasmaly Rawar - Sadiq Shabab,pashto,0.385,0.77,0.758,3.81e-06,5,0.0672,-8.717,1,0.0606,102.483,0.953
Che Charta Na She da Nazara - Irfan Kamal,pashto,0.314,0.465,0.966,0.0,3,0.388,-2.115,0,0.101,58.517,0.822
Afghney Jeney - Hamayoun Angar,pashto,0.435,0.813,0.906,2.01e-05,7,0.0913,-7.142,0,0.104,122.952,0.861
Hudaya Da Mor Ye Lewany - Azhar Khan,pashto,0.983,0.562,0.323,0.0149,8,0.414,-9.818,0,0.0429,148.783,0.547
Afhan Ghareeb - Waheed Qasmi,pashto,0.454,0.717,0.753,0.223,11,0.32,-7.419,0,0.0395,133.305,0.873
Speena Spogmai - Azhar Khan,pashto,0.483,0.511,0.475,0.000377,0,0.161,-17.797,0,0.0447,58.064,0.828
Sor Pezwan - Zubair Nawaz,pashto,0.424,0.647,0.691,0.000671,1,0.257,-8.863,1,0.109,87.5,0.842
Ghamona Tappy - Azhar Khan,pashto,0.867,0.384,0.288,2.46e-06,0,0.0769,-9.591,0,0.0296,138.854,0.423
Azhar Khan New Tappy - Azhar Khan,pashto,0.225,0.757,0.934,0.0,7,0.231,-5.045,0,0.156,114.982,0.823
Makawa Da Bango Kaar - Azhar Khan,pashto,0.461,0.472,0.772,0.00258,9,0.315,-6.072,0,0.212,97.343,0.636
Da Musafaro Mal She Hudaya Tapaezy - Zubair Nawaz,pashto,0.373,0.491,0.851,0.000239,0,0.205,-6.173,1,0.144,213.305,0.916
Meena - Zubair Nawaz,pashto,0.501,0.779,0.818,0.0,6,0.339,-4.734,0,0.044,94.001,0.891
Kala Ba Ye Za Kala Zama Mani - Zubair Nawaz,pashto,0.386,0.544,0.943,0.000222,8,0.286,-2.203,1,0.0992,187.743,0.818
Rasha Danana Yaara Tappy Gp Eid Hits - Zubair Nawaz,pashto,0.761,0.49,0.742,0.00143,8,0.103,-7.114,1,0.0794,129.949,0.808
Mazigare - Zubair Nawaz,pashto,0.745,0.703,0.689,0.00603,10,0.118,-8.689,0,0.153,95.943,0.852
Laila Pa Turo Zulfo - Hamayoon Khan,pashto,0.0823,0.754,0.914,0.000194,1,0.493,-6.665,1,0.182,132.004,0.781
Ro Ro Raza - Hamayoon Khan,pashto,0.323,0.601,0.873,0.0,8,0.101,-3.847,1,0.0855,100.023,0.839
Mena Sta Me Zindage - Azhar Khan,pashto,0.437,0.579,0.687,0.000129,6,0.21,-6.097,0,0.0816,87.042,0.677
Toro Jamo Ki Da Nazara Na Shay - Hamayoon Khan,pashto,0.251,0.756,0.882,8.76e-06,11,0.347,-6.492,0,0.0879,119.96,0.844
Ya Qurban - Zubair Nawaz,pashto,0.195,0.712,0.662,9.37e-05,5,0.102,-8.922,0,0.111,96.031,0.795
Ma Lewanay Ka - Hamayoon Khan,pashto,0.12,0.756,0.844,0.0,8,0.221,-7.744,1,0.0851,120.0,0.709
Gul Sange - Hamayoon Khan,pashto,0.16,0.627,0.925,2.48e-06,7,0.0706,-3.933,1,0.115,196.082,0.896
Bangri - Zubair Nawaz,pashto,0.223,0.728,0.869,0.0,0,0.128,-8.745,0,0.0982,120.073,0.745
Rasha Chi Da Zra Pa Shehsh Mahal Ke Dera Krama - Zeek Afridi,pashto,0.465,0.597,0.908,0.0,5,0.484,-6.645,1,0.0804,108.628,0.548
Bale Bale - Naghma,pashto,0.655,0.452,0.966,0.0023,7,0.258,-1.0,0,0.163,130.16,0.747
Da Jago Ghrono Shahzada - Naghma,pashto,0.0788,0.0,0.924,3.75e-06,11,0.203,-3.824,1,0.0,0.0,0.0
Za Che Kala Mar Shama - Sardar Ali Takkar,pashto,0.326,0.353,0.815,0.00141,5,0.448,-7.766,0,0.08,140.983,0.406
Naray Baran - Zeek Afridi,pashto,0.0905,0.483,0.879,5.64e-06,0,0.287,-6.446,1,0.0349,112.033,0.917
Tappy - Haroon Bacha,pashto,0.232,0.657,0.89,0.000212,10,0.323,-4.006,0,0.0476,87.912,0.815
Laila Dera Khaista Da - Saddique Shabab,pashto,0.136,0.831,0.648,0.02,4,0.103,-17.789,0,0.111,111.914,0.884
Yara Sta Pa Anango Ke - Tahir Shabab,pashto,0.68,0.691,0.751,1.11e-05,7,0.24,-10.314,0,0.304,112.775,0.776
Sta Ishq Krama Sodai - Sardar Ali Takkar,pashto,0.11,0.5,0.838,0.000996,3,0.189,-9.785,0,0.047,118.475,0.543
Starge Da Yaar - Sardar Ali Takkar,pashto,0.335,0.678,0.826,8.98e-05,8,0.271,-7.565,0,0.0419,117.51,0.952
Sa Jadoo De Karay De - Khalid Malik,pashto,0.311,0.735,0.911,0.0,8,0.0477,-6.057,1,0.0587,106.773,0.821
Ya Allah Naray Naray Baran K - Khalid Malik,pashto,0.154,0.31,0.947,2e-05,7,0.153,-4.877,0,0.0906,187.445,0.83
Zama Ashana Raazi - Sardar Ali Takkar,pashto,0.248,0.421,0.699,0.00526,1,0.236,-7.698,1,0.0639,130.894,0.737
Ro Ro Ro Zulfay Ro Ro Rowrha - Rahim Shah,pashto,0.507,0.715,0.622,3.19e-06,0,0.0731,-17.969,0,0.0769,109.38,0.713
Shaba Tabahi Oka - Rahim Shah,pashto,0.562,0.616,0.966,0.0,3,0.103,-4.039,0,0.253,144.913,0.776
Gham De Da Lali - Azhar Khan,pashto,0.458,0.392,0.838,0.0,4,0.331,-4.018,0,0.219,173.84,0.741
Che Me Ledaly Ye Janana (Tappy) - Sitara Younas,pashto,0.514,0.456,0.864,2.45e-05,0,0.155,-4.592,1,0.287,79.651,0.697
Lawangena - Pashto Version - Karan Khan,pashto,0.335,0.589,0.797,0.000399,10,0.249,-7.028,0,0.138,175.934,0.613
Redia Gula - Hamayoun Angar,pashto,0.104,0.752,0.921,0.000207,11,0.0576,-7.065,0,0.0801,135.882,0.933
SUR SALU - Bilawal Sayed Official,pashto,0.436,0.588,0.471,0.000107,11,0.138,-12.596,0,0.272,159.917,0.856
Rabab Tang Tang Tang - Bilawal Sayed Official,pashto,0.0662,0.798,0.663,6.05e-05,0,0.097,-8.82,0,0.0983,99.992,0.837
Za Zama Zama - Bilawal Sayed Official,pashto,0.834,0.4,0.0562,0.0,5,0.101,-24.84,0,0.0398,158.161,0.326
Dunya - Bilawal Sayed Official,pashto,0.401,0.621,0.697,0.0,10,0.311,-6.846,0,0.0707,82.059,0.708
